<S> <S>+BSTag
"Başları	baş <n> <pl> <p3s> <3s>
"Başları	baş <n> <pl> <p3s> <3p>
"Başları	baş <n> <pl> <acc>
"Başları	baş <n> <pl> <acc> <3s>
"Başları	baş <n> <pl> <acc> <3p>
"Başları	baş <n> <p3p>
"Başları	baş <n> <p3p> <3s>
"Başları	baş <n> <p3p> <3p>
gitti,	git <v> <t_past> <3p>
Majesteleri!"	majeste <n> <pl> <p3s> <3s>
Majesteleri!"	majeste <n> <pl> <p3s> <3p>
Majesteleri!"	majeste <n> <pl> <acc>
Majesteleri!"	majeste <n> <pl> <acc> <3s>
Majesteleri!"	majeste <n> <pl> <acc> <3p>
Majesteleri!"	majeste <n> <p3p>
Majesteleri!"	majeste <n> <p3p> <3s>
Majesteleri!"	majeste <n> <p3p> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
bağırdı	bağır <n> <cpl_di> <3p>
bağırdı	bağır <n> <3p> <cpl_di>
bağırdı	bağır <v> <t_past> <3s>
bağırdı	bağır <v> <t_past> <3p>
askerler	asker <n> <D_lA> <v> <t_aor> <3p>
askerler	asker <n> <3p>
askerler	asker <n> <pl>
askerler	asker <n> <pl> <3s>
askerler	asker <n> <pl> <3p>
karşılık	karşılık <n> <3s>
karşılık	karşılık <n> <3p>
karşılık	karşı <adj> <D_lIK> <n>
karşılık	karşı <adj> <D_lIK> <n> <3s>
karşılık	karşı <adj> <D_lIK> <n> <3p>
karşılık	karşı <adj> <Djn_0> <n> <D_lIK> <n>
karşılık	karşı <adj> <Djn_0> <n> <D_lIK> <n> <3s>
karşılık	karşı <adj> <Djn_0> <n> <D_lIK> <n> <3p>
karşılık	karşı <adv> <D_lIK> <n>
karşılık	karşı <adv> <D_lIK> <n> <3s>
karşılık	karşı <adv> <D_lIK> <n> <3p>
karşılık	karşı <adv> <Dan_0> <n> <D_lIK> <n>
karşılık	karşı <adv> <Dan_0> <n> <D_lIK> <n> <3s>
karşılık	karşı <adv> <Dan_0> <n> <D_lIK> <n> <3p>
karşılık	karşı <n> <D_lIK> <n>
karşılık	karşı <n> <D_lIK> <n> <3s>
karşılık	karşı <n> <D_lIK> <n> <3p>
olarak.	ol <v> <cv_erek>
</S> </S>+ESTag
<S> <S>+BSTag
"Doğru!"	doğru <adj> <Djn_0> <n>
"Doğru!"	doğru <adj> <Djn_0> <n> <3s>
"Doğru!"	doğru <adj> <Djn_0> <n> <3p>
"Doğru!"	doğru <postp>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
bağırdı	bağır <n> <cpl_di> <3p>
bağırdı	bağır <n> <3p> <cpl_di>
bağırdı	bağır <v> <t_past> <3s>
bağırdı	bağır <v> <t_past> <3p>
Kraliçe.	kraliçe <n> <3s>
Kraliçe.	kraliçe <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Kroket	<unk>
oynayabilir	oyna <v> <abil> <t_aor> <3p>
misin?"	mis <n> <p2s> <3s>
