<S> <S>+BSTag
"İki	<unk>
gün	gün <n> <3s>
gün	gün <n> <3p>
yanlış!"	yanlış <adj> <Djn_0> <n>
yanlış!"	yanlış <adj> <Djn_0> <n> <3s>
yanlış!"	yanlış <adj> <Djn_0> <n> <3p>
yanlış!"	yanlış <n>
yanlış!"	yanlış <n> <3s>
yanlış!"	yanlış <n> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
iç	iç <adj> <Djn_0> <n>
iç	iç <adj> <Djn_0> <n> <3s>
iç	iç <adj> <Djn_0> <n> <3p>
iç	iç <n>
iç	iç <n> <3s>
iç	iç <n> <3p>
iç	iç <v> <t_imp> <2s>
iç	iç <v> <t_imp> <3p>
çekti	çek <n> <cpl_di> <3p>
çekti	çek <n> <3p> <cpl_di>
çekti	çek <v> <t_past> <3s>
çekti	çek <v> <t_past> <3p>
Şapkacı.	şapka <n> <D_CI> <adj> <Djn_0> <n>
Şapkacı.	şapka <n> <D_CI> <adj> <Djn_0> <n> <3s>
Şapkacı.	şapka <n> <D_CI> <adj> <Djn_0> <n> <3p>
Şapkacı.	şapka <n> <D_CI> <n>
Şapkacı.	şapka <n> <D_CI> <n> <3s>
Şapkacı.	şapka <n> <D_CI> <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Sana	san <n> <dat> <3s>
"Sana	san <n> <dat> <3p>
"Sana	san <v> <t_opt> <3s>
"Sana	san <v> <t_opt> <3p>
"Sana	sen <prn> <pers> <dat>
"Sana	sen <prn> <pers> <dat> <3s>
"Sana	sen <prn> <pers> <dat> <3p>
tereyağının	tereyağ <n> <p2s> <gen> <3s>
tereyağının	tereyağ <n> <p2s> <gen> <3p>
tereyağının	tereyağ <n> <p3s> <gen>
tereyağının	tereyağ <n> <p3s> <gen> <3s>
tereyağının	tereyağ <n> <p3s> <gen> <3p>
işe	işe <v> <t_imp> <3p>
işe	iş <n> <dat>
işe	iş <n> <dat> <3s>
işe	iş <n> <dat> <3p>
yaramayacağını	yara <v> <neg> <vn_acak> <p2s> <acc> <3s>
yaramayacağını	yara <v> <neg> <vn_acak> <p2s> <acc> <3p>
yaramayacağını	yara <v> <neg> <vn_acak> <p3s> <acc>
yaramayacağını	yara <v> <neg> <vn_acak> <p3s> <acc> <3s>
yaramayacağını	yara <v> <neg> <vn_acak> <p3s> <acc> <3p>
yaramayacağını	yara <v> <neg> <part_acak> <p2s> <acc>
yaramayacağını	yara <v> <neg> <part_acak> <p2s> <acc> <3s>
yaramayacağını	yara <v> <neg> <part_acak> <p2s> <acc> <3p>
yaramayacağını	yara <v> <neg> <part_acak> <p3s> <acc>
yaramayacağını	yara <v> <neg> <part_acak> <p3s> <acc> <3s>
yaramayacağını	yara <v> <neg> <part_acak> <p3s> <acc> <3p>
yaramayacağını	yar <v> <abil> <neg> <vn_acak> <p2s> <acc>
yaramayacağını	yar <v> <abil> <neg> <vn_acak> <p2s> <acc> <3s>
yaramayacağını	yar <v> <abil> <neg> <vn_acak> <p2s> <acc> <3p>
yaramayacağını	yar <v> <abil> <neg> <vn_acak> <p3s> <acc>
yaramayacağını	yar <v> <abil> <neg> <vn_acak> <p3s> <acc> <3s>
yaramayacağını	yar <v> <abil> <neg> <vn_acak> <p3s> <acc> <3p>
yaramayacağını	yar <v> <abil> <neg> <part_acak> <p2s> <acc>
yaramayacağını	yar <v> <abil> <neg> <part_acak> <p2s> <acc> <3s>
yaramayacağını	yar <v> <abil> <neg> <part_acak> <p2s> <acc> <3p>
yaramayacağını	yar <v> <abil> <neg> <part_acak> <p3s> <acc>
yaramayacağını	yar <v> <abil> <neg> <part_acak> <p3s> <acc> <3s>
yaramayacağını	yar <v> <abil> <neg> <part_acak> <p3s> <acc> <3p>
söylemiştim!"	<unk>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
ekledi	ekle <v> <t_past> <3p>
ekledi	ek <adj> <D_lA> <v> <t_past> <3s>
ekledi	ek <adj> <D_lA> <v> <t_past> <3p>
ekledi	ek <adj> <Djn_0> <n> <D_lA> <v> <t_past> <3s>
ekledi	ek <adj> <Djn_0> <n> <D_lA> <v> <t_past> <3p>
ekledi	ek <n> <D_lA> <v> <t_past> <3s>
ekledi	ek <n> <D_lA> <v> <t_past> <3p>
Mart	mart <n> <3s>
Mart	mart <n> <3p>
Tavşanı'na	tavşan <n> <p2s> <dat> <3s>
Tavşanı'na	tavşan <n> <p2s> <dat> <3p>
Tavşanı'na	tavşan <n> <p3s> <dat>
Tavşanı'na	tavşan <n> <p3s> <dat> <3s>
Tavşanı'na	tavşan <n> <p3s> <dat> <3p>
öfkeyle	öfke <n> <ins> <3s>
öfkeyle	öfke <n> <ins> <3p>
bakarak.	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
"En	en <adv> <Dan_0> <n>
"En	en <adv> <Dan_0> <n> <3s>
"En	en <adv> <Dan_0> <n> <3p>
"En	en <n>
"En	en <n> <3s>
"En	en <n> <3p>
iyi	iyi <adj> <Djn_0> <n>
iyi	iyi <adj> <Djn_0> <n> <3s>
iyi	iyi <adj> <Djn_0> <n> <3p>
iyi	iyi <adv>
iyi	iyi <adv> <Dan_0> <n>
iyi	iyi <adv> <Dan_0> <n> <3s>
iyi	iyi <adv> <Dan_0> <n> <3p>
tereyağıydı,"	tereyağ <n> <p3s> <cpl_di> <3p>
tereyağıydı,"	tereyağ <n> <p3s> <3p> <cpl_di>
tereyağıydı,"	tereyağ <n> <acc> <cpl_di> <3s>
tereyağıydı,"	tereyağ <n> <acc> <cpl_di> <3p>
tereyağıydı,"	tereyağ <n> <acc> <3p> <cpl_di>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
uysalca	uysal <adj> <D_CA> <adj> <Djn_0> <n>
uysalca	uysal <adj> <D_CA> <adj> <Djn_0> <n> <3s>
uysalca	uysal <adj> <D_CA> <adj> <Djn_0> <n> <3p>
uysalca	uysal <adj> <Djn_0> <n> <D_CA> <adj>
uysalca	uysal <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n>
uysalca	uysal <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
uysalca	uysal <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
uysalca	uysal <adj> <Djn_0> <n> <D_CA> <adv>
uysalca	uysal <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n>
uysalca	uysal <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
uysalca	uysal <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
uysalca	uysal <adj> <Djn_0> <n> <D_CA> <n>
uysalca	uysal <adj> <Djn_0> <n> <D_CA> <n> <3s>
uysalca	uysal <adj> <Djn_0> <n> <D_CA> <n> <3p>
uysalca	uysal <adj> <Djn_0> <n> <ca>
yanıtladı	yanıtla <v> <t_past> <3p>
yanıtladı	yanıt <n> <D_lA> <v> <t_past> <3s>
yanıtladı	yanıt <n> <D_lA> <v> <t_past> <3p>
Mart	mart <n> <3s>
Mart	mart <n> <3p>
Tavşanı.	tavşan <n> <p3s> <3s>
Tavşanı.	tavşan <n> <p3s> <3p>
Tavşanı.	tavşan <n> <acc>
Tavşanı.	tavşan <n> <acc> <3s>
Tavşanı.	tavşan <n> <acc> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Evet,	evet <adv> <Dan_0> <n>
"Evet,	evet <adv> <Dan_0> <n> <3s>
"Evet,	evet <adv> <Dan_0> <n> <3p>
"Evet,	evet <n>
"Evet,	evet <n> <3s>
"Evet,	evet <n> <3p>
ama	ama <n> <3s>
