<S> <S>+BSTag
"Gerçekten	gerçekten <adv> <Dan_0> <n>
"Gerçekten	gerçekten <adv> <Dan_0> <n> <3s>
"Gerçekten	gerçekten <adv> <Dan_0> <n> <3p>
"Gerçekten	gerçekte <adv> <Dan_0> <n> <p2s>
"Gerçekten	gerçekte <adv> <Dan_0> <n> <p2s> <3s>
"Gerçekten	gerçekte <adv> <Dan_0> <n> <p2s> <3p>
"Gerçekten	gerçek <n> <abl>
"Gerçekten	gerçek <n> <abl> <3s>
"Gerçekten	gerçek <n> <abl> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
büyük	büyük <adj> <Djn_0> <n>
büyük	büyük <adj> <Djn_0> <n> <3s>
büyük	büyük <adj> <Djn_0> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
hikaye!"	hikaye <n> <3s>
hikaye!"	hikaye <n> <3p>
dedi	de <v> <t_past> <3p>
Güvercin	güvercin <n> <3s>
Güvercin	güvercin <n> <3p>
en	en <adv> <Dan_0> <n>
en	en <adv> <Dan_0> <n> <3s>
en	en <adv> <Dan_0> <n> <3p>
en	en <n>
en	en <n> <3s>
en	en <n> <3p>
derin	derin <adj> <Djn_0> <n>
derin	derin <adj> <Djn_0> <n> <3s>
derin	derin <adj> <Djn_0> <n> <3p>
derin	deri <n> <p2s>
derin	deri <n> <p2s> <3s>
derin	deri <n> <p2s> <3p>
derin	der <v> <t_imp> <2p>
küçümseme	küçümse <v> <D_mA> <n> <3s>
küçümseme	küçümse <v> <D_mA> <n> <3p>
küçümseme	küçümse <v> <neg> <t_imp> <2s>
küçümseme	küçümse <v> <neg> <t_imp> <3p>
küçümseme	küçümse <v> <vn_ma>
küçümseme	küçümse <v> <vn_ma> <3s>
küçümseme	küçümse <v> <vn_ma> <3p>
küçümseme	küçümse <v> <cv_ma>
tonuyla.	ton <n> <p3s> <ins> <3s>
tonuyla.	ton <n> <p3s> <ins> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Zamanımda	zaman <n> <p1s> <loc> <3s>
"Zamanımda	zaman <n> <p1s> <loc> <3p>
pek	pek <adj> <Djn_0> <n>
pek	pek <adj> <Djn_0> <n> <3s>
pek	pek <adj> <Djn_0> <n> <3p>
pek	pek <adv>
pek	pek <adv> <Dan_0> <n>
pek	pek <adv> <Dan_0> <n> <3s>
pek	pek <adv> <Dan_0> <n> <3p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
kız	kız <adj> <Djn_0> <n>
kız	kız <adj> <Djn_0> <n> <3s>
kız	kız <adj> <Djn_0> <n> <3p>
kız	kız <n>
kız	kız <n> <3s>
kız	kız <n> <3p>
kız	kız <v> <t_imp> <2s>
kız	kız <v> <t_imp> <3p>
gördüm,	<unk>
ama	ama <n> <3s>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
böyle	böyle <adj> <Djn_0> <n>
böyle	böyle <adj> <Djn_0> <n> <3s>
böyle	böyle <adj> <Djn_0> <n> <3p>
böyle	böyle <adv>
böyle	böyle <adv> <Dan_0> <n>
böyle	böyle <adv> <Dan_0> <n> <3s>
böyle	böyle <adv> <Dan_0> <n> <3p>
böyle	böyle <ij>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
boynu	boyun <n> <p3s> <3s>
boynu	boyun <n> <p3s> <3p>
boynu	boyun <n> <acc>
boynu	boyun <n> <acc> <3s>
boynu	boyun <n> <acc> <3p>
olanını	ol <v> <part_yan> <p2s> <acc> <3s>
olanını	ol <v> <part_yan> <p2s> <acc> <3p>
olanını	ol <v> <part_yan> <p3s> <acc>
olanını	ol <v> <part_yan> <p3s> <acc> <3s>
olanını	ol <v> <part_yan> <p3s> <acc> <3p>
görmedim!	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
Hayır,	hayır <adv> <Dan_0> <n>
Hayır,	hayır <adv> <Dan_0> <n> <3s>
Hayır,	hayır <adv> <Dan_0> <n> <3p>
Hayır,	hayır <n>
Hayır,	hayır <n> <3s>
Hayır,	hayır <n> <3p>
hayır!	hayır <adv> <Dan_0> <n>
hayır!	hayır <adv> <Dan_0> <n> <3s>
hayır!	hayır <adv> <Dan_0> <n> <3p>
hayır!	hayır <n>
hayır!	hayır <n> <3s>
hayır!	hayır <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Sen	sen <prn> <pers> <3s>
Sen	sen <prn> <pers> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
yılansın;	yıl <v> <part_yan> <2s>
ve	ve <cnjadv>
bunu	bun <n> <p3s> <3s>
bunu	bun <n> <p3s> <3p>
bunu	bun <n> <acc>
bunu	bun <n> <acc> <3s>
bunu	bun <n> <acc> <3p>
bunu	bu <prn> <dem> <p3s>
bunu	bu <prn> <dem> <p3s> <3s>
bunu	bu <prn> <dem> <p3s> <3p>
bunu	bu <prn> <dem> <acc>
bunu	bu <prn> <dem> <acc> <3s>
bunu	bu <prn> <dem> <acc> <3p>
inkar	inkar <n> <3s>
inkar	inkar <n> <3p>
etmenin	etmen <n> <p2s> <3s>
etmenin	etmen <n> <p2s> <3p>
etmenin	etmen <n> <gen>
etmenin	etmen <n> <gen> <3s>
etmenin	etmen <n> <gen> <3p>
etmenin	et <v> <D_mA> <n> <p2s> <gen>
etmenin	et <v> <D_mA> <n> <p2s> <gen> <3s>
etmenin	et <v> <D_mA> <n> <p2s> <gen> <3p>
etmenin	et <v> <D_mA> <n> <gen>
etmenin	et <v> <D_mA> <n> <gen> <3s>
etmenin	et <v> <D_mA> <n> <gen> <3p>
etmenin	et <v> <vn_ma> <p2s> <gen>
etmenin	et <v> <vn_ma> <p2s> <gen> <3s>
etmenin	et <v> <vn_ma> <p2s> <gen> <3p>
etmenin	et <v> <vn_ma> <gen>
etmenin	et <v> <vn_ma> <gen> <3s>
etmenin	et <v> <vn_ma> <gen> <3p>
hiçbir	hiçbir <adj> <Djn_0> <n>
hiçbir	hiçbir <adj> <Djn_0> <n> <3s>
hiçbir	hiçbir <adj> <Djn_0> <n> <3p>
hiçbir	hiçbir <det>
faydası	fayda <n> <p3s> <3s>
faydası	fayda <n> <p3s> <3p>
yok.	yok <adj> <Djn_0> <n>
yok.	yok <adj> <Djn_0> <n> <3s>
yok.	yok <adj> <Djn_0> <n> <3p>
yok.	yok <adv>
yok.	yok <adv> <Dan_0> <n>
yok.	yok <adv> <Dan_0> <n> <3s>
yok.	yok <adv> <Dan_0> <n> <3p>
yok.	yok <cnjadv>
yok.	yok <nexist> <3s>
yok.	yok <nexist> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Sanırım	<unk>
şimdi	şimdi <adv> <Dan_0> <n>
şimdi	şimdi <adv> <Dan_0> <n> <3s>
şimdi	şimdi <adv> <Dan_0> <n> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
bana	ban <n> <dat> <3s>
bana	ban <n> <dat> <3p>
bana	ban <v> <t_opt> <3s>
bana	ban <v> <t_opt> <3p>
bana	ben <prn> <pers> <dat>
bana	ben <prn> <pers> <dat> <3s>
bana	ben <prn> <pers> <dat> <3p>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
yumurta	yumurta <n> <3s>
yumurta	yumurta <n> <3p>
tatmadığını	tat <v> <neg> <vn_dik> <p2s> <acc> <3s>
tatmadığını	tat <v> <neg> <vn_dik> <p2s> <acc> <3p>
tatmadığını	tat <v> <neg> <vn_dik> <p3s> <acc>
tatmadığını	tat <v> <neg> <vn_dik> <p3s> <acc> <3s>
tatmadığını	tat <v> <neg> <vn_dik> <p3s> <acc> <3p>
tatmadığını	tat <v> <neg> <part_dik> <p2s> <acc>
tatmadığını	tat <v> <neg> <part_dik> <p2s> <acc> <3s>
tatmadığını	tat <v> <neg> <part_dik> <p2s> <acc> <3p>
tatmadığını	tat <v> <neg> <part_dik> <p3s> <acc>
tatmadığını	tat <v> <neg> <part_dik> <p3s> <acc> <3s>
tatmadığını	tat <v> <neg> <part_dik> <p3s> <acc> <3p>
tatmadığını	tat <v> <neg> <cv_dik> <p3s> <acc>
söyleyeceksin!”	<unk>
"Yumurta	yumurta <n> <3s>
"Yumurta	yumurta <n> <3p>
tattım,	tat <v> <t_past> <1s>
elbette,"	elbette <adv> <Dan_0> <n>
elbette,"	elbette <adv> <Dan_0> <n> <3s>
elbette,"	elbette <adv> <Dan_0> <n> <3p>
elbette,"	elbet <adv> <Dan_0> <n> <loc>
elbette,"	elbet <adv> <Dan_0> <n> <loc> <3s>
elbette,"	elbet <adv> <Dan_0> <n> <loc> <3p>
dedi	de <v> <t_past> <3p>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
dürüst	dürüst <adj> <Djn_0> <n>
dürüst	dürüst <adj> <Djn_0> <n> <3s>
dürüst	dürüst <adj> <Djn_0> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
çocuk	çocuk <n> <3s>
çocuk	çocuk <n> <3p>
olan;	ol <v> <part_yan> <3s>
olan;	ol <v> <part_yan> <3p>
"ama	ama <n> <3s>
"ama	ama <n> <3p>
"ama	ama <cnjcoo>
"ama	ama <cnjadv>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
