<S> <S>+BSTag
"Şapkanı	şapka <n> <p2s> <acc> <3s>
"Şapkanı	şapka <n> <p2s> <acc> <3p>
çıkar,"	çıkar <n> <3s>
çıkar,"	çıkar <n> <3p>
çıkar,"	çıkar <v> <t_imp> <2s>
çıkar,"	çıkar <v> <t_imp> <3p>
çıkar,"	çık <v> <t_aor> <3s>
çıkar,"	çık <v> <t_aor> <3p>
dedi	de <v> <t_past> <3p>
Kral	kral <n> <3s>
Kral	kral <n> <3p>
Şapkacı'ya.	şapka <n> <D_CI> <adj> <Djn_0> <n> <dat> <3s>
Şapkacı'ya.	şapka <n> <D_CI> <adj> <Djn_0> <n> <dat> <3p>
Şapkacı'ya.	şapka <n> <D_CI> <n> <dat>
Şapkacı'ya.	şapka <n> <D_CI> <n> <dat> <3s>
Şapkacı'ya.	şapka <n> <D_CI> <n> <dat> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Benim	ben <prn> <pers> <p1s>
"Benim	ben <prn> <pers> <p1s> <3s>
"Benim	ben <prn> <pers> <p1s> <3p>
değil,"	değil <not> <3p>
değil,"	değ <v> <pass> <t_imp> <2s>
değil,"	değ <v> <pass> <t_imp> <3p>
dedi	de <v> <t_past> <3p>
Şapkacı.	şapka <n> <D_CI> <adj> <Djn_0> <n>
Şapkacı.	şapka <n> <D_CI> <adj> <Djn_0> <n> <3s>
Şapkacı.	şapka <n> <D_CI> <adj> <Djn_0> <n> <3p>
Şapkacı.	şapka <n> <D_CI> <n>
Şapkacı.	şapka <n> <D_CI> <n> <3s>
Şapkacı.	şapka <n> <D_CI> <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Çalınmış!"	çalı <n> <p2s> <cpl_mis> <3p>
"Çalınmış!"	çalı <n> <p2s> <3p> <cpl_mis>
"Çalınmış!"	çal <n> <p2s> <cpl_mis> <3s>
"Çalınmış!"	çal <n> <p2s> <cpl_mis> <3p>
"Çalınmış!"	çal <n> <p2s> <3p> <cpl_mis>
"Çalınmış!"	çal <n> <gen> <cpl_mis> <3s>
"Çalınmış!"	çal <n> <gen> <cpl_mis> <3p>
"Çalınmış!"	çal <n> <gen> <3p> <cpl_mis>
"Çalınmış!"	çal <v> <pass> <t_narr> <3s>
"Çalınmış!"	çal <v> <pass> <t_narr> <3p>
"Çalınmış!"	çal <v> <pass> <cv_mis>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
haykırdı	haykır <v> <t_past> <3p>
Kral,	kral <n> <3s>
Kral,	kral <n> <3p>
jüriye	jüri <n> <dat> <3s>
jüriye	jüri <n> <dat> <3p>
dönerek,	<unk>
jüri	jüri <n> <3s>
jüri	jüri <n> <3p>
hemen	hemen <adv> <Dan_0> <n>
hemen	hemen <adv> <Dan_0> <n> <3s>
hemen	hemen <adv> <Dan_0> <n> <3p>
hemen	hemen <n>
hemen	hemen <n> <3s>
hemen	hemen <n> <3p>
gerçeği	gerçek <n> <p3s> <3s>
gerçeği	gerçek <n> <p3s> <3p>
gerçeği	gerçek <n> <acc>
gerçeği	gerçek <n> <acc> <3s>
gerçeği	gerçek <n> <acc> <3p>
not	not <n> <3s>
not	not <n> <3p>
etti.	et <n> <cpl_di> <3p>
etti.	et <n> <3p> <cpl_di>
etti.	et <v> <t_past> <3s>
etti.	et <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Onları	onlar <prn> <pers> <p3s> <3s>
"Onları	onlar <prn> <pers> <p3s> <3p>
"Onları	onlar <prn> <pers> <acc>
"Onları	onlar <prn> <pers> <acc> <3s>
"Onları	onlar <prn> <pers> <acc> <3p>
"Onları	on <n> <pl> <p3s>
"Onları	on <n> <pl> <p3s> <3s>
"Onları	on <n> <pl> <p3s> <3p>
"Onları	on <n> <pl> <acc>
"Onları	on <n> <pl> <acc> <3s>
"Onları	on <n> <pl> <acc> <3p>
"Onları	on <n> <p3p>
"Onları	on <n> <p3p> <3s>
"Onları	on <n> <p3p> <3p>
"Onları	on <num> <Dmn_0> <n> <pl> <p3s>
"Onları	on <num> <Dmn_0> <n> <pl> <p3s> <3s>
"Onları	on <num> <Dmn_0> <n> <pl> <p3s> <3p>
"Onları	on <num> <Dmn_0> <n> <pl> <acc>
"Onları	on <num> <Dmn_0> <n> <pl> <acc> <3s>
"Onları	on <num> <Dmn_0> <n> <pl> <acc> <3p>
"Onları	on <num> <Dmn_0> <n> <p3p>
"Onları	on <num> <Dmn_0> <n> <p3p> <3s>
"Onları	on <num> <Dmn_0> <n> <p3p> <3p>
"Onları	o <prn> <pers> <pl> <p3s>
"Onları	o <prn> <pers> <pl> <p3s> <3s>
"Onları	o <prn> <pers> <pl> <p3s> <3p>
"Onları	o <prn> <pers> <pl> <acc>
"Onları	o <prn> <pers> <pl> <acc> <3s>
"Onları	o <prn> <pers> <pl> <acc> <3p>
"Onları	o <prn> <pers> <p3p>
"Onları	o <prn> <pers> <p3p> <3s>
"Onları	o <prn> <pers> <p3p> <3p>
satmaları	sat <v> <D_mA> <n> <pl> <p3s> <3s>
satmaları	sat <v> <D_mA> <n> <pl> <p3s> <3p>
satmaları	sat <v> <D_mA> <n> <pl> <acc>
satmaları	sat <v> <D_mA> <n> <pl> <acc> <3s>
satmaları	sat <v> <D_mA> <n> <pl> <acc> <3p>
satmaları	sat <v> <D_mA> <n> <p3p>
satmaları	sat <v> <D_mA> <n> <p3p> <3s>
satmaları	sat <v> <D_mA> <n> <p3p> <3p>
satmaları	sat <v> <vn_ma> <pl> <p3s>
satmaları	sat <v> <vn_ma> <pl> <p3s> <3s>
satmaları	sat <v> <vn_ma> <pl> <p3s> <3p>
satmaları	sat <v> <vn_ma> <pl> <acc>
satmaları	sat <v> <vn_ma> <pl> <acc> <3s>
satmaları	sat <v> <vn_ma> <pl> <acc> <3p>
satmaları	sat <v> <vn_ma> <p3p>
satmaları	sat <v> <vn_ma> <p3p> <3s>
satmaları	sat <v> <vn_ma> <p3p> <3p>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
saklıyorum,"	sak <n> <D_lA> <v> <t_cont> <1s>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
ekledi	ekle <v> <t_past> <3p>
ekledi	ek <adj> <D_lA> <v> <t_past> <3s>
ekledi	ek <adj> <D_lA> <v> <t_past> <3p>
ekledi	ek <adj> <Djn_0> <n> <D_lA> <v> <t_past> <3s>
